Latitude,Longitude,Sealevel,Earthquake
26.28333333,123.9166667,49,0
26.28333333,123.95,48,0
26.28333333,123.9833333,43,0
26.28333333,124.0166667,36,0
26.28333333,124.05,26,0
26.28333333,124.0833333,15,0
26.28333333,124.1166667,5,0
26.28333333,124.15,-4,0
26.28333333,124.1833333,-11,0
26.28333333,124.2166667,-16,0
26.28333333,124.25,-22,0
26.28333333,124.2833333,-27,0
26.28333333,124.3166667,-31,0
26.28333333,124.35,-33,0
26.28333333,124.3833333,-34,0
26.28333333,124.4166667,-33,0
26.28333333,124.45,-32,0
26.28333333,124.4833333,-31,0
26.28333333,124.5166667,-29,0
26.28333333,124.55,-26,0
26.28333333,124.5833333,-22,0
26.28333333,124.6166667,-18,0
26.28333333,124.65,-15,0
26.28333333,124.6833333,-13,0
26.28333333,124.7166667,-12,0
26.28333333,124.75,-8,0
26.28333333,124.7833333,-5,0
26.28333333,124.8166667,-3,0
26.28333333,124.85,-1,0
26.28333333,124.8833333,1,0
26.28333333,124.9166667,4,0
26.28333333,124.95,7,0
26.28333333,124.9833333,10,0
26.28333333,125.0166667,13,0
26.28333333,125.05,16,0
26.28333333,125.0833333,20,0
26.28333333,125.1166667,24,0
26.28333333,125.15,27,0
26.28333333,125.1833333,28,0
26.28333333,125.2166667,31,0
26.28333333,125.25,34,0
26.28333333,125.2833333,37,0
26.28333333,125.3166667,40,0
26.28333333,125.35,42,0
26.28333333,125.3833333,41,0
26.28333333,125.4166667,35,0
26.28333333,125.45,27,0
26.28333333,125.4833333,19,0
26.28333333,125.5166667,12,0
26.28333333,125.55,6,0
26.28333333,125.5833333,2,0
26.28333333,125.6166667,-2,0
26.28333333,125.65,-5,0
26.28333333,125.6833333,-6,0
26.28333333,125.7166667,-6,0
26.28333333,125.75,-6,0
26.28333333,125.7833333,-5,0
26.28333333,125.8166667,-4,0
26.28333333,125.85,-3,0
26.28333333,125.8833333,-3,0
26.28333333,125.9166667,-5,0
26.28333333,125.95,-7,0
26.28333333,125.9833333,-9,0
26.28333333,126.0166667,-11,0
26.28333333,126.05,-14,0
26.28333333,126.0833333,-16,0
26.28333333,126.1166667,-16,0
26.28333333,126.15,-15,0
26.28333333,126.1833333,-14,0
26.28333333,126.2166667,-13,0
26.28333333,126.25,-13,0
26.28333333,126.2833333,-14,0
26.28333333,126.3166667,-15,0
26.28333333,126.35,-19,0
26.28333333,126.3833333,-24,0
26.28333333,126.4166667,-29,0
26.28333333,126.45,-33,0
26.31666667,123.1166667,-48,0
26.31666667,123.15,-40,0
26.31666667,123.1833333,-31,0
26.31666667,123.2166667,-20,0
26.31666667,123.25,-7,0
26.31666667,123.2833333,7,0
26.31666667,123.3166667,20,0
26.31666667,123.35,31,0
26.31666667,123.3833333,38,0
26.31666667,123.4166667,44,0
26.31666667,123.45,48,0
26.31666667,123.4833333,51,0
26.31666667,123.5166667,53,0
26.31666667,123.55,54,0
26.31666667,123.5833333,55,0
26.31666667,123.6166667,54,0
26.31666667,123.65,54,0
26.31666667,123.6833333,53,0
26.31666667,123.7166667,52,0
26.31666667,123.75,49,0
26.31666667,123.7833333,46,0
26.31666667,123.8166667,44,0
26.31666667,123.85,43,0
26.31666667,123.8833333,44,0
26.31666667,123.9166667,45,0
26.31666667,123.95,44,0
26.31666667,123.9833333,40,0
26.31666667,124.0166667,32,0
26.31666667,124.05,22,0
26.31666667,124.0833333,11,0
26.31666667,124.1166667,1,0
26.31666667,124.15,-7,0
26.31666667,124.1833333,-13,0
26.31666667,124.2166667,-17,0
26.31666667,124.25,-21,0
26.31666667,124.2833333,-25,0
26.31666667,124.3166667,-28,0
26.31666667,124.35,-30,0
26.31666667,124.3833333,-31,0
26.31666667,124.4166667,-31,0
26.31666667,124.45,-30,0
26.31666667,124.4833333,-29,0
26.31666667,124.5166667,-26,0
26.31666667,124.55,-22,0
26.31666667,124.5833333,-18,0
26.31666667,124.6166667,-14,0
26.31666667,124.65,-11,0
26.31666667,124.6833333,-10,0
26.31666667,124.7166667,-8,0
26.31666667,124.75,-4,0
26.31666667,124.7833333,0,0
26.31666667,124.8166667,3,0
26.31666667,124.85,4,0
26.31666667,124.8833333,7,0
26.31666667,124.9166667,10,0
26.31666667,124.95,13,0
26.31666667,124.9833333,15,0
26.31666667,125.0166667,17,0
26.31666667,125.05,19,0
26.31666667,125.0833333,21,0
26.31666667,125.1166667,24,0
26.31666667,125.15,26,0
26.31666667,125.1833333,26,0
26.31666667,125.2166667,28,0
26.31666667,125.25,30,0
26.31666667,125.2833333,33,0
26.31666667,125.3166667,35,0
26.31666667,125.35,37,0
26.31666667,125.3833333,36,0
26.31666667,125.4166667,31,0
26.31666667,125.45,25,0
26.31666667,125.4833333,18,0
26.31666667,125.5166667,12,0
26.31666667,125.55,7,0
26.31666667,125.5833333,2,0
26.31666667,125.6166667,-2,0
26.31666667,125.65,-4,0
26.31666667,125.6833333,-4,0
26.31666667,125.7166667,-4,0
26.31666667,125.75,-4,0
26.31666667,125.7833333,-3,0
26.31666667,125.8166667,-2,0
26.31666667,125.85,-1,0
26.31666667,125.8833333,-2,0
26.31666667,125.9166667,-5,0
26.31666667,125.95,-8,0
26.31666667,125.9833333,-11,0
26.31666667,126.0166667,-13,0
26.31666667,126.05,-14,0
26.31666667,126.0833333,-15,0
26.31666667,126.1166667,-14,0
26.31666667,126.15,-13,0
26.31666667,126.1833333,-11,0
26.31666667,126.2166667,-11,0
26.31666667,126.25,-13,0
26.31666667,126.2833333,-17,0
26.31666667,126.3166667,-21,0
26.31666667,126.35,-26,0
26.31666667,126.3833333,-31,0
26.31666667,126.4166667,-37,0
26.31666667,126.45,-43,0
26.31666667,126.4833333,-48,0
26.35,123.1166667,-42,0
26.35,123.15,-35,0
26.35,123.1833333,-26,0
26.35,123.2166667,-16,0
26.35,123.25,-5,0
26.35,123.2833333,7,0
26.35,123.3166667,19,0
26.35,123.35,27,0
26.35,123.3833333,34,0
26.35,123.4166667,39,0
26.35,123.45,43,0
26.35,123.4833333,46,0
26.35,123.5166667,48,0
26.35,123.55,49,0
26.35,123.5833333,50,0
26.35,123.6166667,49,0
26.35,123.65,49,0
26.35,123.6833333,49,0
26.35,123.7166667,48,0
26.35,123.75,46,0
26.35,123.7833333,43,0
26.35,123.8166667,41,0
26.35,123.85,40,0
26.35,123.8833333,41,0
26.35,123.9166667,40,0
26.35,123.95,38,0
26.35,123.9833333,34,0
26.35,124.0166667,26,0
26.35,124.05,16,0
26.35,124.0833333,6,0
26.35,124.1166667,-3,0
26.35,124.15,-9,0
26.35,124.1833333,-13,0
26.35,124.2166667,-16,0
26.35,124.25,-19,0
26.35,124.2833333,-23,0
26.35,124.3166667,-25,0
26.35,124.35,-27,0
26.35,124.3833333,-29,0
26.35,124.4166667,-29,0
26.35,124.45,-28,0
26.35,124.4833333,-26,0
26.35,124.5166667,-24,0
26.35,124.55,-20,0
26.35,124.5833333,-16,0
26.35,124.6166667,-12,0
26.35,124.65,-9,0
26.35,124.6833333,-7,0
26.35,124.7166667,-4,0
26.35,124.75,0,0
26.35,124.7833333,4,0
26.35,124.8166667,7,0
26.35,124.85,10,0
26.35,124.8833333,13,0
26.35,124.9166667,17,0
26.35,124.95,19,0
26.35,124.9833333,21,0
26.35,125.0166667,22,0
26.35,125.05,23,0
26.35,125.0833333,25,0
26.35,125.1166667,26,0
26.35,125.15,26,0
26.35,125.1833333,25,0
26.35,125.2166667,25,0
26.35,125.25,27,0
26.35,125.2833333,29,0
26.35,125.3166667,32,0
26.35,125.35,33,0
26.35,125.3833333,32,0
26.35,125.4166667,27,0
26.35,125.45,23,0
26.35,125.4833333,18,0
26.35,125.5166667,13,0
26.35,125.55,8,0
26.35,125.5833333,3,0
26.35,125.6166667,0,0
26.35,125.65,-2,0
26.35,125.6833333,-2,0
26.35,125.7166667,-2,0
26.35,125.75,-1,0
26.35,125.7833333,1,0
26.35,125.8166667,2,0
26.35,125.85,2,0
26.35,125.8833333,0,0
26.35,125.9166667,-4,0
26.35,125.95,-8,0
26.35,125.9833333,-12,0
26.35,126.0166667,-14,0
26.35,126.05,-15,0
26.35,126.0833333,-14,0
26.35,126.1166667,-13,0
26.35,126.15,-10,0
26.35,126.1833333,-9,0
26.35,126.2166667,-9,0
26.35,126.25,-14,0
26.35,126.2833333,-20,0
26.35,126.3166667,-25,0
26.35,126.35,-30,0
26.35,126.3833333,-36,0
26.35,126.4166667,-42,0
26.35,126.45,-49,0
26.35,126.4833333,-56,0
26.35,126.5166667,-62,0
26.38333333,123.1166667,-30,0
26.38333333,123.15,-24,0
26.38333333,123.1833333,-16,0
26.38333333,123.2166667,-7,0
26.38333333,123.25,2,0
26.38333333,123.2833333,11,0
26.38333333,123.3166667,19,0
26.38333333,123.35,26,0
26.38333333,123.3833333,32,0
26.38333333,123.4166667,35,0
26.38333333,123.45,38,0
26.38333333,123.4833333,41,0
26.38333333,123.5166667,43,0
26.38333333,123.55,44,0
26.38333333,123.5833333,45,0
26.38333333,123.6166667,45,0
26.38333333,123.65,46,0
26.38333333,123.6833333,46,0
26.38333333,123.7166667,46,0
26.38333333,123.75,44,0
26.38333333,123.7833333,42,0
26.38333333,123.8166667,40,0
26.38333333,123.85,39,0
26.38333333,123.8833333,37,0
26.38333333,123.9166667,35,0
26.38333333,123.95,31,0
26.38333333,123.9833333,26,0
26.38333333,124.0166667,18,0
26.38333333,124.05,10,0
26.38333333,124.0833333,2,0
26.38333333,124.1166667,-4,0
26.38333333,124.15,-8,0
26.38333333,124.1833333,-11,0
26.38333333,124.2166667,-13,0
26.38333333,124.25,-16,0
26.38333333,124.2833333,-19,0
26.38333333,124.3166667,-21,0
26.38333333,124.35,-23,0
26.38333333,124.3833333,-24,0
26.38333333,124.4166667,-25,0
26.38333333,124.45,-25,0
26.38333333,124.4833333,-24,0
26.38333333,124.5166667,-21,0
26.38333333,124.55,-18,0
26.38333333,124.5833333,-14,0
26.38333333,124.6166667,-10,0
26.38333333,124.65,-5,0
26.38333333,124.6833333,-2,0
26.38333333,124.7166667,1,0
26.38333333,124.75,5,0
26.38333333,124.7833333,9,0
26.38333333,124.8166667,12,0
26.38333333,124.85,16,0
26.38333333,124.8833333,21,0
26.38333333,124.9166667,24,0
26.38333333,124.95,26,0
26.38333333,124.9833333,27,0
26.38333333,125.0166667,28,0
26.38333333,125.05,29,0
26.38333333,125.0833333,30,0
26.38333333,125.1166667,30,0
26.38333333,125.15,28,0
26.38333333,125.1833333,26,0
26.38333333,125.2166667,25,0
26.38333333,125.25,26,0
26.38333333,125.2833333,28,0
26.38333333,125.3166667,30,0
26.38333333,125.35,32,0
26.38333333,125.3833333,30,0
26.38333333,125.4166667,26,0
26.38333333,125.45,22,0
26.38333333,125.4833333,19,0
26.38333333,125.5166667,14,0
26.38333333,125.55,9,0
26.38333333,125.5833333,4,0
26.38333333,125.6166667,2,0
26.38333333,125.65,1,0
26.38333333,125.6833333,0,0
26.38333333,125.7166667,1,0
26.38333333,125.75,2,0
26.38333333,125.7833333,4,0
26.38333333,125.8166667,6,0
26.38333333,125.85,5,0
26.38333333,125.8833333,2,0
26.38333333,125.9166667,-3,0
26.38333333,125.95,-8,0
26.38333333,125.9833333,-12,0
26.38333333,126.0166667,-15,0
26.38333333,126.05,-15,0
26.38333333,126.0833333,-14,0
26.38333333,126.1166667,-12,0
26.38333333,126.15,-9,0
26.38333333,126.1833333,-8,0
26.38333333,126.2166667,-10,0
26.38333333,126.25,-16,0
26.38333333,126.2833333,-23,0
26.38333333,126.3166667,-29,0
26.38333333,126.35,-34,0
26.38333333,126.3833333,-40,0
26.38333333,126.4166667,-46,0
26.38333333,126.45,-53,0
26.38333333,126.4833333,-60,0
26.38333333,126.5166667,-68,0
26.38333333,126.55,-76,0
26.41666667,123.0833333,-15,0
26.41666667,123.1166667,-12,0
26.41666667,123.15,-7,0
26.41666667,123.1833333,-1,0
26.41666667,123.2166667,5,0
26.41666667,123.25,11,0
26.41666667,123.2833333,17,0
26.41666667,123.3166667,22,0
26.41666667,123.35,28,0
26.41666667,123.3833333,32,0
26.41666667,123.4166667,34,0
26.41666667,123.45,35,0
26.41666667,123.4833333,37,0
26.41666667,123.5166667,39,0
26.41666667,123.55,42,0
26.41666667,123.5833333,43,0
26.41666667,123.6166667,44,0
26.41666667,123.65,45,0
26.41666667,123.6833333,46,0
26.41666667,123.7166667,46,0
26.41666667,123.75,45,0
26.41666667,123.7833333,43,0
26.41666667,123.8166667,40,0
26.41666667,123.85,37,0
26.41666667,123.8833333,34,0
26.41666667,123.9166667,30,0
26.41666667,123.95,25,0
26.41666667,123.9833333,19,0
26.41666667,124.0166667,13,0
26.41666667,124.05,6,0
26.41666667,124.0833333,0,0
26.41666667,124.1166667,-5,0
26.41666667,124.15,-7,0
26.41666667,124.1833333,-9,0
26.41666667,124.2166667,-11,0
26.41666667,124.25,-14,0
26.41666667,124.2833333,-16,0
26.41666667,124.3166667,-17,0
26.41666667,124.35,-19,0
26.41666667,124.3833333,-20,0
26.41666667,124.4166667,-21,0
26.41666667,124.45,-21,0
26.41666667,124.4833333,-20,0
26.41666667,124.5166667,-19,0
26.41666667,124.55,-16,0
26.41666667,124.5833333,-12,0
26.41666667,124.6166667,-7,0
26.41666667,124.65,-1,0
26.41666667,124.6833333,4,0
26.41666667,124.7166667,8,0
26.41666667,124.75,11,0
26.41666667,124.7833333,16,0
26.41666667,124.8166667,20,0
26.41666667,124.85,24,0
26.41666667,124.8833333,28,0
26.41666667,124.9166667,31,0
26.41666667,124.95,32,0
26.41666667,124.9833333,33,0
26.41666667,125.0166667,35,0
26.41666667,125.05,36,0
26.41666667,125.0833333,37,0
26.41666667,125.1166667,36,0
26.41666667,125.15,34,0
26.41666667,125.1833333,30,0
26.41666667,125.2166667,28,0
26.41666667,125.25,28,0
26.41666667,125.2833333,30,0
26.41666667,125.3166667,32,0
26.41666667,125.35,33,0
26.41666667,125.3833333,32,0
26.41666667,125.4166667,28,0
26.41666667,125.45,24,0
26.41666667,125.4833333,21,0
26.41666667,125.5166667,16,0
26.41666667,125.55,10,0
26.41666667,125.5833333,6,0
26.41666667,125.6166667,4,0
26.41666667,125.65,3,0
26.41666667,125.6833333,3,0
26.41666667,125.7166667,4,0
26.41666667,125.75,5,0
26.41666667,125.7833333,6,0
26.41666667,125.8166667,7,0
26.41666667,125.85,6,0
26.41666667,125.8833333,3,0
26.41666667,125.9166667,-2,0
26.41666667,125.95,-8,0
26.41666667,125.9833333,-12,0
26.41666667,126.0166667,-15,0
26.41666667,126.05,-15,0
26.41666667,126.0833333,-14,0
26.41666667,126.1166667,-12,0
26.41666667,126.15,-10,0
26.41666667,126.1833333,-10,0
26.41666667,126.2166667,-13,0
26.41666667,126.25,-20,0
26.41666667,126.2833333,-26,0
26.41666667,126.3166667,-31,0
26.41666667,126.35,-37,0
26.41666667,126.3833333,-42,0
26.41666667,126.4166667,-48,0
26.41666667,126.45,-55,0
26.41666667,126.4833333,-62,0
26.41666667,126.5166667,-70,0
26.41666667,126.55,-77,0
26.41666667,126.5833333,-80,0
26.45,123.0833333,3,0
26.45,123.1166667,6,0
26.45,123.15,9,0
26.45,123.1833333,12,0
26.45,123.2166667,16,0
26.45,123.25,20,0
26.45,123.2833333,23,0
26.45,123.3166667,27,0
26.45,123.35,30,0
26.45,123.3833333,33,0
26.45,123.4166667,34,0
26.45,123.45,35,0
26.45,123.4833333,35,0
26.45,123.5166667,38,0
26.45,123.55,41,0
26.45,123.5833333,44,0
26.45,123.6166667,46,0
26.45,123.65,47,0
26.45,123.6833333,47,0
26.45,123.7166667,47,0
26.45,123.75,46,0
26.45,123.7833333,44,0
26.45,123.8166667,41,0
26.45,123.85,37,0
26.45,123.8833333,32,0
26.45,123.9166667,27,0
26.45,123.95,22,0
26.45,123.9833333,16,0
26.45,124.0166667,10,0
26.45,124.05,4,0
26.45,124.0833333,-1,0
26.45,124.1166667,-5,0
26.45,124.15,-7,0
26.45,124.1833333,-8,0
26.45,124.2166667,-10,0
26.45,124.25,-12,0
26.45,124.2833333,-14,0
26.45,124.3166667,-15,0
26.45,124.35,-16,0
26.45,124.3833333,-17,0
26.45,124.4166667,-17,0
26.45,124.45,-17,0
26.45,124.4833333,-16,0
26.45,124.5166667,-15,0
26.45,124.55,-12,0
26.45,124.5833333,-9,0
26.45,124.6166667,-3,0
26.45,124.65,3,0
26.45,124.6833333,9,0
26.45,124.7166667,13,0
26.45,124.75,17,0
26.45,124.7833333,23,0
26.45,124.8166667,28,0
26.45,124.85,32,0
26.45,124.8833333,35,0
26.45,124.9166667,37,0
26.45,124.95,37,0
26.45,124.9833333,38,0
26.45,125.0166667,41,0
26.45,125.05,43,0
26.45,125.0833333,44,0
26.45,125.1166667,44,0
26.45,125.15,41,0
26.45,125.1833333,37,0
26.45,125.2166667,35,0
26.45,125.25,34,0
26.45,125.2833333,35,0
26.45,125.3166667,36,0
26.45,125.35,37,0
26.45,125.3833333,36,0
26.45,125.4166667,32,0
26.45,125.45,29,0
26.45,125.4833333,24,0
26.45,125.5166667,18,0
26.45,125.55,12,0
26.45,125.5833333,9,0
26.45,125.6166667,7,0
26.45,125.65,6,0
26.45,125.6833333,6,0
26.45,125.7166667,6,0
26.45,125.75,7,0
26.45,125.7833333,7,0
26.45,125.8166667,7,0
26.45,125.85,5,0
26.45,125.8833333,2,0
26.45,125.9166667,-3,0
26.45,125.95,-8,0
26.45,125.9833333,-12,0
26.45,126.0166667,-14,0
26.45,126.05,-15,0
26.45,126.0833333,-14,0
26.45,126.1166667,-12,0
26.45,126.15,-11,0
26.45,126.1833333,-13,0
26.45,126.2166667,-18,0
26.45,126.25,-24,0
26.45,126.2833333,-29,0
26.45,126.3166667,-33,0
26.45,126.35,-38,0
26.45,126.3833333,-43,0
26.45,126.4166667,-48,0
26.45,126.45,-55,0
26.45,126.4833333,-62,0
26.45,126.5166667,-68,0
26.45,126.55,-73,0
26.45,126.5833333,-75,0
26.48333333,123.05,15,0
26.48333333,123.0833333,17,0
26.48333333,123.1166667,19,0
26.48333333,123.15,22,0
26.48333333,123.1833333,24,0
26.48333333,123.2166667,26,0
26.48333333,123.25,28,0
26.48333333,123.2833333,30,0
26.48333333,123.3166667,32,0
26.48333333,123.35,34,0
26.48333333,123.3833333,36,0
26.48333333,123.4166667,36,0
26.48333333,123.45,36,0
26.48333333,123.4833333,36,0
26.48333333,123.5166667,38,0
26.48333333,123.55,43,0
26.48333333,123.5833333,47,0
26.48333333,123.6166667,49,0
26.48333333,123.65,49,0
26.48333333,123.6833333,49,0
26.48333333,123.7166667,49,0
26.48333333,123.75,48,0
26.48333333,123.7833333,46,0
26.48333333,123.8166667,44,0
26.48333333,123.85,39,0
26.48333333,123.8833333,34,0
26.48333333,123.9166667,29,0
26.48333333,123.95,23,0
26.48333333,123.9833333,17,0
26.48333333,124.0166667,11,0
26.48333333,124.05,4,0
26.48333333,124.0833333,-1,0
26.48333333,124.1166667,-5,0
26.48333333,124.15,-7,0
26.48333333,124.1833333,-8,0
26.48333333,124.2166667,-10,0
26.48333333,124.25,-11,0
26.48333333,124.2833333,-13,0
26.48333333,124.3166667,-14,0
26.48333333,124.35,-15,0
26.48333333,124.3833333,-16,0
26.48333333,124.4166667,-15,0
26.48333333,124.45,-13,0
26.48333333,124.4833333,-12,0
26.48333333,124.5166667,-10,0
26.48333333,124.55,-8,0
26.48333333,124.5833333,-5,0
26.48333333,124.6166667,0,0
26.48333333,124.65,7,0
26.48333333,124.6833333,13,0
26.48333333,124.7166667,18,0
26.48333333,124.75,24,0
26.48333333,124.7833333,30,0
26.48333333,124.8166667,36,0
26.48333333,124.85,39,0
26.48333333,124.8833333,41,0
26.48333333,124.9166667,42,0
26.48333333,124.95,42,0
26.48333333,124.9833333,42,0
26.48333333,125.0166667,45,0
26.48333333,125.05,48,0
26.48333333,125.0833333,50,0
26.48333333,125.1166667,50,0
26.48333333,125.15,48,0
26.48333333,125.1833333,45,0
26.48333333,125.2166667,42,0
26.48333333,125.25,41,0
26.48333333,125.2833333,41,0
26.48333333,125.3166667,42,0
26.48333333,125.35,42,0
26.48333333,125.3833333,41,0
26.48333333,125.4166667,38,0
26.48333333,125.45,34,0
26.48333333,125.4833333,28,0
26.48333333,125.5166667,21,0
26.48333333,125.55,15,0
26.48333333,125.5833333,11,0
26.48333333,125.6166667,10,0
26.48333333,125.65,10,0
26.48333333,125.6833333,9,0
26.48333333,125.7166667,9,0
26.48333333,125.75,8,0
26.48333333,125.7833333,7,0
26.48333333,125.8166667,5,0
26.48333333,125.85,3,0
26.48333333,125.8833333,0,0
26.48333333,125.9166667,-4,0
26.48333333,125.95,-8,0
26.48333333,125.9833333,-11,0
26.48333333,126.0166667,-13,0
26.48333333,126.05,-14,0
26.48333333,126.0833333,-14,0
26.48333333,126.1166667,-13,0
26.48333333,126.15,-14,0
26.48333333,126.1833333,-16,0
26.48333333,126.2166667,-21,0
26.48333333,126.25,-25,0
26.48333333,126.2833333,-29,0
26.48333333,126.3166667,-33,0
26.48333333,126.35,-37,0
26.48333333,126.3833333,-42,0
26.48333333,126.4166667,-47,0
26.48333333,126.45,-53,0
26.48333333,126.4833333,-59,0
26.48333333,126.5166667,-64,0
26.48333333,126.55,-67,0
26.48333333,126.5833333,-67,0
26.48333333,126.6166667,-65,0
26.51666667,123.0833333,29,0
26.51666667,123.1166667,31,0
26.51666667,123.15,33,0
26.51666667,123.1833333,35,0
26.51666667,123.2166667,36,0
26.51666667,123.25,37,0
26.51666667,123.2833333,39,0
26.51666667,123.3166667,40,0
26.51666667,123.35,40,0
26.51666667,123.3833333,40,0
26.51666667,123.4166667,39,0
26.51666667,123.45,39,0
26.51666667,123.4833333,40,0
26.51666667,123.5166667,42,0
26.51666667,123.55,47,0
26.51666667,123.5833333,52,0
26.51666667,123.6166667,53,0
26.51666667,123.65,53,0
26.51666667,123.6833333,53,0
26.51666667,123.7166667,53,0
26.51666667,123.75,52,0
26.51666667,123.7833333,51,0
26.51666667,123.8166667,49,0
26.51666667,123.85,45,0
26.51666667,123.8833333,40,0
26.51666667,123.9166667,34,0
26.51666667,123.95,28,0
26.51666667,123.9833333,21,0
26.51666667,124.0166667,14,0
26.51666667,124.05,7,0
26.51666667,124.0833333,1,0
26.51666667,124.1166667,-3,0
26.51666667,124.15,-6,0
26.51666667,124.1833333,-7,0
26.51666667,124.2166667,-9,0
26.51666667,124.25,-10,0
26.51666667,124.2833333,-11,0
26.51666667,124.3166667,-13,0
26.51666667,124.35,-14,0
26.51666667,124.3833333,-14,0
26.51666667,124.4166667,-12,0
26.51666667,124.45,-9,0
26.51666667,124.4833333,-7,0
26.51666667,124.5166667,-5,0
26.51666667,124.55,-3,0
26.51666667,124.5833333,-1,0
26.51666667,124.6166667,3,0
26.51666667,124.65,10,0
26.51666667,124.6833333,17,0
26.51666667,124.7166667,25,0
26.51666667,124.75,33,0
26.51666667,124.7833333,39,0
26.51666667,124.8166667,44,0
26.51666667,124.85,45,0
26.51666667,124.8833333,46,0
26.51666667,124.9166667,46,0
26.51666667,124.95,45,0
26.51666667,124.9833333,45,0
26.51666667,125.0166667,47,0
26.51666667,125.05,51,0
26.51666667,125.0833333,54,0
26.51666667,125.1166667,55,0
26.51666667,125.15,53,0
26.51666667,125.1833333,51,0
26.51666667,125.2166667,48,0
26.51666667,125.25,46,0
26.51666667,125.2833333,46,0
26.51666667,125.3166667,46,0
26.51666667,125.35,47,0
26.51666667,125.3833333,46,0
26.51666667,125.4166667,43,0
26.51666667,125.45,39,0
26.51666667,125.4833333,32,0
26.51666667,125.5166667,24,0
26.51666667,125.55,18,0
26.51666667,125.5833333,15,0
26.51666667,125.6166667,14,0
26.51666667,125.65,13,0
26.51666667,125.6833333,13,0
26.51666667,125.7166667,12,0
26.51666667,125.75,10,0
26.51666667,125.7833333,8,0
26.51666667,125.8166667,5,0
26.51666667,125.85,1,0
26.51666667,125.8833333,-2,0
26.51666667,125.9166667,-6,0
26.51666667,125.95,-8,0
26.51666667,125.9833333,-11,0
26.51666667,126.0166667,-13,0
26.51666667,126.05,-14,0
26.51666667,126.0833333,-14,0
26.51666667,126.1166667,-15,0
26.51666667,126.15,-16,0
26.51666667,126.1833333,-18,0
26.51666667,126.2166667,-21,0
26.51666667,126.25,-24,0
26.51666667,126.2833333,-27,0
26.51666667,126.3166667,-31,0
26.51666667,126.35,-35,0
26.51666667,126.3833333,-39,0
26.51666667,126.4166667,-43,0
26.51666667,126.45,-48,0
26.51666667,126.4833333,-52,0
26.51666667,126.5166667,-56,0
26.51666667,126.55,-57,0
26.51666667,126.5833333,-57,0
26.51666667,126.6166667,-56,0
26.55,123.0833333,40,0
26.55,123.1166667,41,0
26.55,123.15,42,0
26.55,123.1833333,43,0
26.55,123.2166667,43,0
26.55,123.25,44,0
26.55,123.2833333,46,0
26.55,123.3166667,46,0
26.55,123.35,45,0
26.55,123.3833333,44,0
26.55,123.4166667,43,0
26.55,123.45,43,0
26.55,123.4833333,45,0
26.55,123.5166667,48,0
26.55,123.55,52,0
26.55,123.5833333,56,0
26.55,123.6166667,57,0
26.55,123.65,57,0
26.55,123.6833333,58,0
26.55,123.7166667,58,0
26.55,123.75,59,0
26.55,123.7833333,58,0
26.55,123.8166667,57,0
26.55,123.85,54,0
26.55,123.8833333,49,0
26.55,123.9166667,43,0
26.55,123.95,36,0
26.55,123.9833333,27,0
26.55,124.0166667,18,0
26.55,124.05,10,0
26.55,124.0833333,4,0
26.55,124.1166667,0,0
26.55,124.15,-4,0
26.55,124.1833333,-6,0
26.55,124.2166667,-7,0
26.55,124.25,-8,0
26.55,124.2833333,-9,0
26.55,124.3166667,-11,0
26.55,124.35,-12,0
26.55,124.3833333,-11,0
26.55,124.4166667,-7,0
26.55,124.45,-4,0
26.55,124.4833333,-1,0
26.55,124.5166667,1,0
26.55,124.55,2,0
26.55,124.5833333,3,0
26.55,124.6166667,8,0
26.55,124.65,14,0
26.55,124.6833333,22,0
26.55,124.7166667,31,0
26.55,124.75,41,0
26.55,124.7833333,48,0
26.55,124.8166667,51,0
26.55,124.85,51,0
26.55,124.8833333,50,0
26.55,124.9166667,49,0
26.55,124.95,47,0
26.55,124.9833333,46,0
26.55,125.0166667,49,0
26.55,125.05,53,0
26.55,125.0833333,57,0
26.55,125.1166667,58,0
26.55,125.15,57,0
26.55,125.1833333,54,0
26.55,125.2166667,52,0
26.55,125.25,50,0
26.55,125.2833333,49,0
26.55,125.3166667,49,0
26.55,125.35,49,0
26.55,125.3833333,49,0
26.55,125.4166667,47,0
26.55,125.45,44,0
26.55,125.4833333,37,0
26.55,125.5166667,28,0
26.55,125.55,22,0
26.55,125.5833333,18,0
26.55,125.6166667,18,0
26.55,125.65,17,0
26.55,125.6833333,17,0
26.55,125.7166667,15,0
26.55,125.75,12,0
26.55,125.7833333,8,0
26.55,125.8166667,4,0
26.55,125.85,0,0
26.55,125.8833333,-4,0
26.55,125.9166667,-7,0
26.55,125.95,-9,0
26.55,125.9833333,-11,0
26.55,126.0166667,-13,0
26.55,126.05,-14,0
26.55,126.0833333,-15,0
26.55,126.1166667,-16,0
26.55,126.15,-18,0
26.55,126.1833333,-20,0
26.55,126.2166667,-21,0
26.55,126.25,-23,0
26.55,126.2833333,-25,0
26.55,126.3166667,-28,0
26.55,126.35,-31,0
26.55,126.3833333,-34,0
26.55,126.4166667,-37,0
26.55,126.45,-41,0
26.55,126.4833333,-44,0
26.55,126.5166667,-46,0
26.55,126.55,-47,0
26.55,126.5833333,-47,0
26.55,126.6166667,-47,0
26.55,126.65,-45,0
26.58333333,123.0833333,49,0
26.58333333,123.1166667,49,0
26.58333333,123.15,49,0
26.58333333,123.1833333,48,0
26.58333333,123.2166667,48,0
26.58333333,123.25,49,0
26.58333333,123.2833333,49,0
